Reports,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Lung Opacity,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
partially visualized enlarged cardiac silhouette .,,,1,,,,,,,,,,,
partially visualized feeding tube .,1,,,,,,,,,,,,,1
partially visualized ivc filter .,1,,,,,,,,,,,,,
partially visualized left shoulder arthroplasty .,1,,,,,,,,,,,,,1
partially visualized likely enlarged cardiac silhouette .,,,1,,,,,,,,,,,
partially visualized lumbar spine fixation hardware .,1,,,,,,,,,,,,,1
partially visualized right humeral fixation hardware .,1,,,,,,,,,,,,,1
partially visualized right midline catheter .,1,,,,,,,,,,,,,1
partially visualized right shoulder arthroplasty .,1,,,,,,,,,,,,,1
partially visualized right shoulder prosthesis .,1,,,,,,,,,,,,,
partially visualized spinal fusion hardware .,1,,,,,,,,,,,,,1
partially visualized suture anchor in the right humeral head .,1,,,,,,,,,,,,,
partially visualized thoracolumbar spinal fixation hardware .,1,,,,,,,,,,,,,1
"patchy airspace opacities and peribronchial cuffing , consistent with pulmonary edema and / or infection .",,,,,1,-1,,-1,,,,,,
patchy airspace opacities and probable pleural effusion in the right hemithorax .,,,,,1,,,,,,-1,,,
patchy airspace opacities in the right upper lobe .,,,,,1,,,,,,,,,
patchy areas of consolidation noted .,,,,,,,1,,,,,,,
patchy bibasilar consolidation and ground-glass opacities .,,,,,1,,1,,,,,,,
"patchy bibasilar opacities , maybe due to edema or ground-glass opacities .",,,,,1,-1,,,,,,,,
patchy bibasilar opacities .,,,,,1,,,,,,,,,
"patchy bibasilar opacities may be due to atelectasis , ground-glass opacities , or consolidation .",,,,,1,,-1,,-1,,,,,
patchy bibasilar opacities may be due to atelectasis or infection .,,,,,1,,,-1,-1,,,,,
patchy bibasilar opacities may represent atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
patchy bibasilar opacities maybe due to atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
patchy bibasilar opacities maybe due to effusion with superimposed consolidation .,,,,,1,,1,,,,1,,,
"patchy bibasilar pulmonary opacities , atelectasis , consolidation , or ground-glass opacity .",,,,,1,,-1,,-1,,,,,
patchy bilateral basilar ground-glass and / or consolidated opacities .,,,,,-1,,1,,,,,,,
patchy bilateral basilar opacities .,,,,,1,,,,,,,,,
patchy bilateral consolidation .,,,,,,,1,,,,,,,
patchy bilateral consolidation and ground-glass opacities .,,,,,1,,1,,,,,,,
patchy bilateral consolidation noted .,,,,,,,1,,,,,,,
patchy bilateral consolidative opacities .,,,,,1,,1,,,,,,,
patchy bilateral consolidative parenchymal opacities .,,,,,1,,1,,,,,,,
patchy bilateral edema or ground-glass opacities .,,,,,1,-1,,,,,,,,
"patchy bilateral ground-glass opacities , consolidation , or edema .",,,,,-1,-1,-1,,,,,,,
"patchy bilateral ground-glass opacities , maybe due to edema .",,,,,-1,1,,,,,,,,
"patchy bilateral ground-glass opacities , maybe due to edema or infection .",,,,,-1,-1,,-1,,,,,,
patchy bilateral ground-glass opacities .,,,,,1,,,,,,,,,
patchy bilateral ground-glass opacities maybe due to edema or infection .,,,,,1,-1,,-1,,,,,,
patchy bilateral ground-glass opacities or edema .,,,,,-1,-1,,,,,,,,
patchy bilateral ground-glass opacities possible right basilar consolidation .,,,,,1,,-1,,,,,,,
patchy bilateral ground-glass pulmonary opacities .,,,,,1,,,,,,,,,
"patchy bilateral opacities , maybe due to edema or ground-glass opacities .",,,,,1,-1,,,,,,,,
patchy bilateral opacities may represent edema or consolidation .,,,,,1,-1,-1,,,,,,,
patchy bilateral parenchymal opacities .,,,,,1,,,,,,,,,
patchy bilateral parenchymal opacities may represent areas of consolidation or edema .,,,,,1,-1,-1,,,,,,,
"patchy bilateral parenchymal opacities may represent edema , consolidation , or atelectasis .",,,,,1,-1,-1,,-1,,,,,
patchy bilateral parenchymal opacities may represent edema or consolidation .,,,,,1,-1,-1,,,,,,,
patchy bilateral parenchymal opacities may represent ground-glass opacities or atelectasis .,,,,,1,,,,-1,,,,,
"patchy bilateral pulmonary consolidation , silhouetting the mediastinum .",,1,,,,,1,,,,,,,
patchy bilateral pulmonary consolidation .,,,,,,,1,,,,,,,
"patchy bilateral pulmonary opacities , maybe due to atelectasis or consolidation .",,,,,-1,,-1,,-1,,,,,
patchy bilateral pulmonary opacities .,,,,,1,,,,,,,,,
patchy bilateral pulmonary opacities may be due to edema or infection .,,,,,1,-1,,-1,,,,,,
patchy bilateral pulmonary opacities maybe due to consolidation or ground-glass opacities .,,,,,1,,-1,,,,,,,
patchy bilateral pulmonary opacities maybe due to ground-glass opacities or edema .,,,,,1,-1,,,,,,,,
patchy bilateral pulmonary opacities maybe due to infection or edema .,,,,,1,-1,,-1,,,,,,
patchy consolidation also seen in the lower lung .,,,,,,,1,,,,,,,
patchy consolidation and ground-glass opacities in the right lung .,,,,,1,,1,,,,,,,
patchy consolidation and probable layering pleural effusion at the right lung base .,,,,,,,1,,,,-1,,,
patchy consolidation at the left base .,,,,,,,1,,,,,,,
patchy consolidation at the left lung base .,,,,,,,1,,,,,,,
patchy consolidation at the medial right lung base .,,,,,,,1,,,,,,,
patchy consolidation at the right lung apex .,,,,,,,1,,,,,,,
patchy consolidation at the right lung base .,,,,,,,1,,,,,,,
patchy consolidation at the right lung base and small right pleural effusion .,,,,,,,1,,,,1,,,
patchy consolidation in the bilateral lower lobes .,,,,,,,1,,,,,,,
"patchy consolidation in the bilateral lungs , greatest in the left lower lobe .",,,,,,,1,,,,,,,
"patchy consolidation in the bilateral lungs , greatest in the left mid and lower lung .",,,,,,,1,,,,,,,
"patchy consolidation in the bilateral lungs , left greater than right .",,,,,,,1,,,,,,,
patchy consolidation in the bilateral mid lungs .,,,,,,,1,,,,,,,
patchy consolidation in the central left lung versus pulmonary edema .,,,,,,-1,1,,,,,,,
patchy consolidation in the central right lung .,,,,,,,1,,,,,,,
patchy consolidation in the left lower lobe .,,,,,,,1,,,,,,,
patchy consolidation in the left lower lobe and small left layering pleural effusion .,,,,,,,1,,,,1,,,
patchy consolidation in the left lung .,,,,,,,1,,,,,,,
patchy consolidation in the left mid lung and at the left lung base .,,,,,,,1,,,,,,,
patchy consolidation in the mid and lower right lung .,,,,,,,1,,,,,,,
patchy consolidation in the mid left lung .,,,,,,,1,,,,,,,
patchy consolidation in the mid left lung and right infrahilar region .,,,,,,,1,,,,,,,
patchy consolidation in the right lower lobe .,,,,,,,1,,,,,,,
patchy consolidation in the right lower lung .,,,,,,,1,,,,,,,
patchy consolidation in the right lung .,,,,,,,1,,,,,,,
patchy consolidation in the right lung and at the left lung base .,,,,,,,1,,,,,,,
patchy consolidation in the right lung and left lower lobe are noted .,,,,,,,1,,,,,,,
patchy consolidation in the right lung and probable patchy consolidation the left lung base .,,,,,,,1,,,,,,,
patchy consolidation in the right mid and lower lung and in the mid left lung .,,,,,,,1,,,,,,,
patchy consolidation in the right perihilar region .,,,,,,,1,,,,,,,
patchy consolidation in the right perihilar region and lateral left upper lobe .,,,,,,,1,,,,,,,
patchy consolidation in the right suprahilar region .,,,,,,,1,,,,,,,
patchy consolidation in the right upper lobe .,,,,,,,1,,,,,,,
patchy consolidation in the right upper lobe and at the right lung base .,,,,,,,1,,,,,,,
patchy consolidation in the right upper lobe and right infrahilar lung .,,,,,,,1,,,,,,,
patchy consolidation is seen in the right lung and possibly in the left lung .,,,,,,,1,,,,,,,
patchy consolidation of the lateral left lung .,,,,,,,1,,,,,,,
patchy consolidation of the right apex and in the left mid lung .,,,,,,,1,,,,,,,
patchy consolidation of the right lung base .,,,,,,,1,,,,,,,
patchy consolidation seen in the right lung and left lower lobe with possible superimposed atelectasis .,,,,,,,1,,-1,,,,,
"patchy consolidation versus airway wall thickening at the right lung base , mild .",,,,,-1,,-1,,,,,,,
patchy consolidation versus mucus plugging in the medial right lung base .,,,,,,,-1,,,,,,,
patchy consolidation versus nodules or mucus plugging in the left lung .,,,,-1,,,-1,,,,,,,
"patchy consolidation versus peribronchial cuffing , edema .",,,,,,1,-1,,,,,,,
patchy consolidation versus pulmonary contusion in the right lower lung .,,,,,,,-1,,,,,,,
"patchy consolidation versus pulmonary edema , greatest in the right perihilar region .",,,,,,-1,-1,,,,,,,
patchy consolidation versus pulmonary edema best demonstrated in the left upper lobe .,,,,,,-1,-1,,,,,,,
"patchy consolidation versus pulmonary edema in the bilateral lungs , lower lobe predominant .",,,,,,-1,-1,,,,,,,
patchy consolidation versus pulmonary edema in the bilateral lungs .,,,,,,-1,-1,,,,,,,
patchy consolidation versus pulmonary edema in the bilateral lungs with small amount of fluid along the right minor fissure .,,,,,,-1,-1,,,,,,,
patchy consolidation versus subsegmental atelectasis in the left infrahilar region .,,,,,,,-1,,-1,,,,,
patchy consolidative airspace opacities or airway wall thickening in the mid and lower left lung .,,,,,-1,,1,,,,,,,
patchy consolidative and ground-glass opacities in the right lung .,,,,,1,,1,,,,,,,
patchy consolidative opacities are present in the bilateral lungs .,,,,,1,,1,,,,,,,
patchy ground-glass abnormality in the left mid lung .,1,,,,,,,,,,,,,
patchy ground-glass opacities and possible airway wall thickening in the right lung base .,,,,,1,,,,,,,,,
patchy ground-glass opacities are seen in the left lung base .,,,,,1,,,,,,,,,
patchy ground-glass opacities are seen in the right lung .,,,,,1,,,,,,,,,
patchy ground-glass opacities at the left lung base .,,,,,1,,,,,,,,,
patchy ground-glass opacities at the right lung base .,,,,,1,,,,,,,,,
patchy ground-glass opacities in the left lower lung .,,,,,1,,,,,,,,,
patchy ground-glass opacities in the mid right lung .,,,,,1,,,,,,,,,
patchy ground-glass opacities in the right costophrenic angle .,,,,,1,,,,,,,,,
patchy ground-glass opacities in the right lung .,,,,,1,,,,,,,,,
patchy ground-glass opacities in the right upper lobe .,,,,,1,,,,,,,,,
patchy ground-glass opacities in the right upper lobe and at the right lung base .,,,,,1,,,,,,,,,
patchy ground-glass opacities or consolidation in the right lung .,,,,,-1,,-1,,,,,,,
patchy ground-glass opacities project over the left upper lung .,,,,,1,,,,,,,,,
"patchy ground-glass opacities versus pulmonary edema , right greater than left .",,,,,-1,-1,,,,,,,,
patchy ground-glass opacities versus pulmonary edema in the right lung .,,,,,-1,-1,,,,,,,,
patchy ground-glass opacity at the left lung base .,,,,,1,,,,,,,,,
patchy ground-glass opacity in the left lung base .,,,,,1,,,,,,,,,
patchy ground-glass opacity in the mid left lung .,,,,,1,,,,,,,,,
patchy ground-glass opacity in the mid right lung is also present .,,,,,1,,,,,,,,,
patchy ground-glass opacity in the right lower lobe .,,,,,1,,,,,,,,,
patchy ground-glass opacity in the right lower lobe and right lateral mid lung .,,,,,1,,,,,,,,,
patchy ground-glass opacity in the right lung base .,,,,,1,,,,,,,,,
patchy ground-glass opacity in the right lung base versus airway wall thickening .,,,,,1,,,,,,,,,
patchy ground-glass opacity in the right upper lobe .,,,,,1,,,,,,,,,
patchy ground-glass opacity versus airway wall thickening at the left lung base .,,,,,-1,,,,,,,,,
patchy ground-glass opacity versus pulmonary edema in the right infrahilar region .,,,,,-1,-1,,,,,,,,
patchy ground-glass opacity versus subsegmental atelectasis at the right lung base .,,,,,-1,,,,-1,,,,,
patchy hazy pulmonary opacities and reticular opacities in the lung bases could represent infection or fibrosis .,,,,,1,,,-1,,,,-1,,
patchy left basilar opacities .,,,,,1,,,,,,,,,
patchy left basilar opacity .,,,,,1,,,,,,,,,
patchy left mid lung zone lower lungs on opacities .,,,,,1,,,,,,,,,
patchy lower lobe ground-glass opacities versus subsegmental atelectasis .,,,,,-1,,,,-1,,,,,
patchy lower lung zone opacities maybe due to atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
patchy opacities bilaterally consistent with pulmonary edema or airspace opacities .,,,,,1,-1,,,,,,,,
patchy opacities in the bilateral perihilar regions consistent with pulmonary edema versus consolidation .,,,,,1,-1,-1,,,,,,,
"patchy opacities in the lungs bilaterally , most notably in the left upper lobe and right lower lobe .",,,,,1,,,,,,,,,
patchy opacities in the perihilar region consistent with pulmonary edema .,,,,,1,1,,,,,,,,
patchy opacities in the right lung maybe due to pneumonia or aspiration .,,,,,-1,,,-1,,,,,,
"patchy opacities in the right mid and lower lung consistent with consolidation , atelectasis and / or pleural effusion .",,,,,1,,-1,,-1,,1,,,
patchy opacities throughout the left mid lung likely represent areas of aspiration or consolidation .,,,,,1,,-1,,,,,,,
"patchy opacity at the right lung base , probable consolidation , possible small right pleural effusion .",,,,,1,,-1,,,,-1,,,
"patchy parenchymal opacities are present within the bilateral lungs , predominantly in the right hilar and left upper lung regions .",,,,,1,,,,,,,,,
patchy parenchymal opacities in the left lung base may represent consolidation or atelectasis .,,,,,1,,-1,,-1,,,,,
patchy parenchymal opacities in the lung bases may represent areas of consolidation or atelectasis .,,,,,1,,-1,,-1,,,,,
patchy parenchymal opacities project over the periphery of the right upper lung and apical left lung .,,,,,1,,,,,,,,,
patchy parenchymal opacities throughout the mid and lower right lung .,,,,,1,,,,,,,,,
patchy parenchymal opacities within the infrahilar lung regions .,,,,,1,,,,,,,,,
patchy parenchymal opacities within the mid left lung .,,,,,1,,,,,,,,,
patchy parenchymal opacities within the right lung .,,,,,1,,,,,,,,,
patchy parenchymal opacity in the left hilar and basilar region may represent atelectasis or edema .,,,,,1,-1,,,-1,,,,,
patchy parenchymal opacity projects over the right upper lung .,,,,,1,,,,,,,,,
patchy peribronchial cuffing consistent with pulmonary edema .,,,,,,1,,,,,,,,
"patchy peribronchial cuffing in the bilateral lungs , pulmonary edema versus infection .",,,,,,-1,,-1,,,,,,
"patchy perihilar and basilar parenchymal opacities may represent atelectasis , or ground-glass opacity .",,,,,1,,,,-1,,,,,
"patchy perihilar ground-glass opacities versus peribronchial cuffing , right greater than left , pulmonary edema versus infection .",,,,,-1,-1,,-1,,,,,,
patchy perihilar opacities and peribronchial cuffing suggesting pulmonary edema .,,,,,1,1,,,,,,,,
patchy perihilar opacities bilaterally .,,,,,1,,,,,,,,,
patchy pulmonary opacities may represent atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
patchy retrocardiac parenchymal opacities likely representing atelectasis .,,,,,1,,,,1,,,,,
patchy right basilar and mid lung zone opacities .,,,,,1,,,,,,,,,
patchy right basilar opacity .,,,,,1,,,,,,,,,
patchy right infrahilar ground-glass opacity .,,,,,1,,,,,,,,,
patchy right lower lung zone opacities medialy .,,,,,1,,,,,,,,,
"patchy right lower lung zone opacity , slightly nodular appearing .",,,,,1,,,,,,,,,
patchy right lung opacities .,,,,,1,,,,,,,,,
patchy right mid lung zone opacity maybe due to infection or aspiration .,,,,,1,,,-1,,,,,,
patchy right nodular mid lung zone opacity .,,,,,1,,,,,,,,,
patchy right upper and bilateral lower lobe opacities could represent atelectasis or aspiration .,,,,,1,,,,-1,,,,,
"patient is not centered within the image , and portions of the patient's right hemithorax are beyond the field of view .",1,,,,,,,,,,,,,
"patient is on a trauma backboard , limiting evaluation .",1,,,,,,,,,,,,,
patient is slightly rotated .,1,,,,,,,,,,,,,
"patient rotation limits evaluation of the cardiomediastinal silhouette , however there appears to be enlarged cardiac silhouette , and a possible hiatal hernia .",,1,1,,,,,,,,,,,
"patient's chin overlaps the right lung apex and superior mediastinum , limiting evaluation .",,1,,,,,,,,,,,,
